Country Code	Country Name	Region	Income Group	Gender	Year	Life Expectancy
NCL	New Caledonia	East Asia & Pacific	High income	Total	1975	65.273170732
NER	Niger	Sub-Saharan Africa	Low income	Total	1975	36.864926829
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Total	1975	43.179902439
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Total	1975	56.508926829
NLD	Netherlands	Europe & Central Asia	High income	Total	1975	74.498780488
NOR	Norway	Europe & Central Asia	High income	Total	1975	74.817560976
NPL	Nepal	South Asia	Low income	Total	1975	43.387097561
NRU	Nauru	East Asia & Pacific	Upper middle income	Total	1975	
NZL	New Zealand	East Asia & Pacific	High income	Total	1975	72.219512195
OED	OECD members			Total	1975	71.032599544
OMN	Oman	Middle East & North Africa	High income	Total	1975	54.689878049
OSS	Other small states			Total	1975	56.759083331
PAK	Pakistan	South Asia	Lower middle income	Total	1975	55.261317073
PAN	Panama	Latin America & Caribbean	Upper middle income	Total	1975	68.08195122
PER	Peru	Latin America & Caribbean	Upper middle income	Total	1975	57.096829268
PHL	Philippines	East Asia & Pacific	Lower middle income	Total	1975	61.536195122
PLW	Palau	East Asia & Pacific	High income	Total	1975	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Total	1975	51.978829268
POL	Poland	Europe & Central Asia	High income	Total	1975	70.56097561
PRE	Pre-demographic dividend			Total	1975	45.541693976
PRI	Puerto Rico	Latin America & Caribbean	High income	Total	1975	72.982463415
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Total	1975	63.164853659
PRT	Portugal	Europe & Central Asia	High income	Total	1975	68.309756098
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Total	1975	66.206902439
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Total	1975	
PSS	Pacific island small states			Total	1975	60.053899085
PST	Post-demographic dividend			Total	1975	72.228988393
PYF	French Polynesia	East Asia & Pacific	High income	Total	1975	61.910365854
QAT	Qatar	Middle East & North Africa	High income	Total	1975	71.037268293
ROU	Romania	Europe & Central Asia	Upper middle income	Total	1975	69.613902439
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Total	1975	67.723902439
RWA	Rwanda	Sub-Saharan Africa	Low income	Total	1975	44.884585366
SAS	South Asia			Total	1975	51.146018763
SAU	Saudi Arabia	Middle East & North Africa	High income	Total	1975	58.257439024
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Total	1975	53.623731707
SEN	Senegal	Sub-Saharan Africa	Low income	Total	1975	43.518756098
SGP	Singapore	East Asia & Pacific	High income	Total	1975	70.219707317
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Total	1975	57.030536585
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Total	1975	38.493073171
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Total	1975	56.114073171
SMR	San Marino	Europe & Central Asia	High income	Total	1975	
SOM	Somalia	Sub-Saharan Africa	Low income	Total	1975	42.863365854
SRB	Serbia	Europe & Central Asia	Upper middle income	Total	1975	
SSA	Sub-Saharan Africa (excluding high income)			Total	1975	46.522070768
SSD	South Sudan	Sub-Saharan Africa	Low income	Total	1975	37.774243902
SSF	Sub-Saharan Africa			Total	1975	46.522070768
SST	Small states			Total	1975	59.792037804
STP	Sao Tome and Principe	Sub-Saharan Africa	Lower middle income	Total	1975	58.940585366
SUR	Suriname	Latin America & Caribbean	Upper middle income	Total	1975	64.601341463
SVK	Slovak Republic	Europe & Central Asia	High income	Total	1975	70.244878049
SVN	Slovenia	Europe & Central Asia	High income	Total	1975	70.358536585
SWE	Sweden	Europe & Central Asia	High income	Total	1975	74.984634146
SWZ	Swaziland	Sub-Saharan Africa	Lower middle income	Total	1975	50.968926829
SXM	Sint Maarten (Dutch part)	Latin America & Caribbean	High income	Total	1975	
SYC	Seychelles	Sub-Saharan Africa	High income	Total	1975	
SYR	Syrian Arab Republic	Middle East & North Africa	Lower middle income	Total	1975	62.591170732
TCA	Turks and Caicos Islands	Latin America & Caribbean	High income	Total	1975	
TCD	Chad	Sub-Saharan Africa	Low income	Total	1975	43.296634146
TEA	East Asia & Pacific (IDA & IBRD countries)			Total	1975	62.375046049
TEC	Europe & Central Asia (IDA & IBRD countries)			Total	1975	66.65398688
TGO	Togo	Sub-Saharan Africa	Low income	Total	1975	49.502414634
THA	Thailand	East Asia & Pacific	Upper middle income	Total	1975	61.994268293
TJK	Tajikistan	Europe & Central Asia	Lower middle income	Total	1975	61.360780488
TKM	Turkmenistan	Europe & Central Asia	Upper middle income	Total	1975	59.573243902
TLA	Latin America & the Caribbean (IDA & IBRD countries)			Total	1975	62.039796866
TLS	Timor-Leste	East Asia & Pacific	Lower middle income	Total	1975	35.113414634
TMN	Middle East & North Africa (IDA & IBRD countries)			Total	1975	55.58599692
TON	Tonga	East Asia & Pacific	Upper middle income	Total	1975	66.323390244
TSA	South Asia (IDA & IBRD)			Total	1975	51.146018763
TSS	Sub-Saharan Africa (IDA & IBRD countries)			Total	1975	46.522070768
TTO	Trinidad and Tobago	Latin America & Caribbean	High income	Total	1975	66.104902439
TUN	Tunisia	Middle East & North Africa	Lower middle income	Total	1975	56.79502439
TUR	Turkey	Europe & Central Asia	Upper middle income	Total	1975	55.385219512
TUV	Tuvalu	East Asia & Pacific	Upper middle income	Total	1975	
TZA	Tanzania	Sub-Saharan Africa	Low income	Total	1975	48.856097561
UGA	Uganda	Sub-Saharan Africa	Low income	Total	1975	49.329756098
UKR	Ukraine	Europe & Central Asia	Lower middle income	Total	1975	69.634634146
UMC	Upper middle income			Total	1975	63.562587359
URY	Uruguay	Latin America & Caribbean	High income	Total	1975	69.142829268
USA	United States	North America	High income	Total	1975	72.604878049
UZB	Uzbekistan	Europe & Central Asia	Lower middle income	Total	1975	63.333317073
VCT	St. Vincent and the Grenadines	Latin America & Caribbean	Upper middle income	Total	1975	66.086804878
VEN	Venezuela, RB	Latin America & Caribbean	Upper middle income	Total	1975	66.707219512
VGB	British Virgin Islands	Latin America & Caribbean	High income	Total	1975	
VIR	Virgin Islands (U.S.)	Latin America & Caribbean	High income	Total	1975	70.490073171
VNM	Vietnam	East Asia & Pacific	Lower middle income	Total	1975	61.536365854
VUT	Vanuatu	East Asia & Pacific	Lower middle income	Total	1975	55.47997561
WLD	World			Total	1975	61.038502103
WSM	Samoa	East Asia & Pacific	Upper middle income	Total	1975	57.469512195
XKX	Kosovo	Europe & Central Asia	Lower middle income	Total	1975	
YEM	Yemen, Rep.	Middle East & North Africa	Lower middle income	Total	1975	45.576317073
ZAF	South Africa	Sub-Saharan Africa	Upper middle income	Total	1975	57.211463415
ZMB	Zambia	Sub-Saharan Africa	Lower middle income	Total	1975	51.066707317
ZWE	Zimbabwe	Sub-Saharan Africa	Low income	Total	1975	56.709219512
ABW	Aruba	Latin America & Caribbean	High income	Male	1976	68.394
AFG	Afghanistan	South Asia	Low income	Male	1976	38.801
AGO	Angola	Sub-Saharan Africa	Lower middle income	Male	1976	37.909
ALB	Albania	Europe & Central Asia	Upper middle income	Male	1976	67.596
AND	Andorra	Europe & Central Asia	High income	Male	1976	
ARB	Arab World			Male	1976	54.753794005
ARE	United Arab Emirates	Middle East & North Africa	High income	Male	1976	64.278
ARG	Argentina	Latin America & Caribbean	Upper middle income	Male	1976	65.045
ARM	Armenia	Europe & Central Asia	Lower middle income	Male	1976	67.486
ASM	American Samoa	East Asia & Pacific	Upper middle income	Male	1976	
ATG	Antigua and Barbuda	Latin America & Caribbean	High income	Male	1976	64.929
AUS	Australia	East Asia & Pacific	High income	Male	1976	69.6
AUT	Austria	Europe & Central Asia	High income	Male	1976	68.2
AZE	Azerbaijan	Europe & Central Asia	Upper middle income	Male	1976	60.143
BDI	Burundi	Sub-Saharan Africa	Low income	Male	1976	44.082
BEL	Belgium	Europe & Central Asia	High income	Male	1976	68.91
BEN	Benin	Sub-Saharan Africa	Low income	Male	1976	43.034
BFA	Burkina Faso	Sub-Saharan Africa	Low income	Male	1976	41.125
BGD	Bangladesh	South Asia	Lower middle income	Male	1976	49.871
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Male	1976	68.99
BHR	Bahrain	Middle East & North Africa	High income	Male	1976	66.102
BHS	Bahamas, The	Latin America & Caribbean	High income	Male	1976	64.669
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Male	1976	66.773
BLR	Belarus	Europe & Central Asia	Upper middle income	Male	1976	66.132
BLZ	Belize	Latin America & Caribbean	Upper middle income	Male	1976	66.546
BMU	Bermuda	North America	High income	Male	1976	
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Male	1976	46.841
BRA	Brazil	Latin America & Caribbean	Upper middle income	Male	1976	58.004
BRB	Barbados	Latin America & Caribbean	High income	Male	1976	65.191
BRN	Brunei Darussalam	East Asia & Pacific	High income	Male	1976	67.641
BTN	Bhutan	South Asia	Lower middle income	Male	1976	42.324
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Male	1976	56.297
CAF	Central African Republic	Sub-Saharan Africa	Low income	Male	1976	44.608
CAN	Canada	North America	High income	Male	1976	70.3
CEB	Central Europe and the Baltics			Male	1976	67.079903953
CHE	Switzerland	Europe & Central Asia	High income	Male	1976	71.6
CHI	Channel Islands	Europe & Central Asia	High income	Male	1976	69.47
CHL	Chile	Latin America & Caribbean	High income	Male	1976	63.094
CHN	China	East Asia & Pacific	Upper middle income	Male	1976	63.265
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Male	1976	46.58
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Male	1976	47.778
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Male	1976	43.96
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Male	1976	53.681
COL	Colombia	Latin America & Caribbean	Upper middle income	Male	1976	61.117
COM	Comoros	Sub-Saharan Africa	Low income	Male	1976	46.68
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Male	1976	57.313
CRI	Costa Rica	Latin America & Caribbean	Upper middle income	Male	1976	67.471
CSS	Caribbean small states			Male	1976	65.222562067
CUB	Cuba	Latin America & Caribbean	Upper middle income	Male	1976	70.933
CUW	Curacao	Latin America & Caribbean	High income	Male	1976	
CYM	Cayman Islands	Latin America & Caribbean	High income	Male	1976	
CYP	Cyprus	Europe & Central Asia	High income	Male	1976	71.947
CZE	Czech Republic	Europe & Central Asia	High income	Male	1976	67.04
DEU	Germany	Europe & Central Asia	High income	Male	1976	68.52
DJI	Djibouti	Middle East & North Africa	Lower middle income	Male	1976	50.649
DMA	Dominica	Latin America & Caribbean	Upper middle income	Male	1976	
DNK	Denmark	Europe & Central Asia	High income	Male	1976	70.93
DOM	Dominican Republic	Latin America & Caribbean	Upper middle income	Male	1976	59.683
DZA	Algeria	Middle East & North Africa	Upper middle income	Male	1976	52.751
EAP	East Asia & Pacific (excluding high income)			Male	1976	61.510727174
EAR	Early-demographic dividend			Male	1976	53.434699812
EAS	East Asia & Pacific			Male	1976	62.611092484
ECA	Europe & Central Asia (excluding high income)			Male	1976	61.95387515
ECS	Europe & Central Asia			Male	1976	66.041836511
ECU	Ecuador	Latin America & Caribbean	Upper middle income	Male	1976	59.072
EGY	Egypt, Arab Rep.	Middle East & North Africa	Lower middle income	Male	1976	53.495
EMU	Euro area			Male	1976	69.144571974
ERI	Eritrea	Sub-Saharan Africa	Low income	Male	1976	43.738
ESP	Spain	Europe & Central Asia	High income	Male	1976	70.75
EST	Estonia	Europe & Central Asia	High income	Male	1976	64.511
ETH	Ethiopia	Sub-Saharan Africa	Low income	Male	1976	42.629
EUU	European Union			Male	1976	68.926234731
FCS	Fragile and conflict affected situations			Male	1976	47.926788334
FIN	Finland	Europe & Central Asia	High income	Male	1976	67.53
FJI	Fiji	East Asia & Pacific	Upper middle income	Male	1976	60.252
FRA	France	Europe & Central Asia	High income	Male	1976	69.2
FRO	Faroe Islands	Europe & Central Asia	High income	Male	1976	
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Male	1976	63.703
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Male	1976	50.059
GBR	United Kingdom	Europe & Central Asia	High income	Male	1976	69.8
GEO	Georgia	Europe & Central Asia	Lower middle income	Male	1976	65.187
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Male	1976	49.854
GIB	Gibraltar	Europe & Central Asia	High income	Male	1976	
GIN	Guinea	Sub-Saharan Africa	Low income	Male	1976	37.795
GMB	Gambia, The	Sub-Saharan Africa	Low income	Male	1976	41.824
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Male	1976	42.414
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Male	1976	39.982
GRC	Greece	Europe & Central Asia	High income	Male	1976	69.782
GRD	Grenada	Latin America & Caribbean	Upper middle income	Male	1976	63.312
GRL	Greenland	Europe & Central Asia	High income	Male	1976	
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Male	1976	54.095
GUM	Guam	East Asia & Pacific	High income	Male	1976	65.859
GUY	Guyana	Latin America & Caribbean	Upper middle income	Male	1976	59.602
HIC	High income			Male	1976	69.145243031
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Male	1976	69.6
HND	Honduras	Latin America & Caribbean	Lower middle income	Male	1976	54.511
HPC	Heavily indebted poor countries (HIPC)			Male	1976	44.708390204
HRV	Croatia	Europe & Central Asia	Upper middle income	Male	1976	67.27
HTI	Haiti	Latin America & Caribbean	Low income	Male	1976	48.063
HUN	Hungary	Europe & Central Asia	High income	Male	1976	66.7
IBD	IBRD only			Male	1976	58.955487524
IBT	IDA & IBRD total			Male	1976	56.977550527
IDA	IDA total			Male	1976	47.640809417
IDB	IDA blend			Male	1976	50.79106249
IDN	Indonesia	East Asia & Pacific	Lower middle income	Male	1976	56.621
IDX	IDA only			Male	1976	46.08567688
IMN	Isle of Man	Europe & Central Asia	High income	Male	1976	
IND	India	South Asia	Lower middle income	Male	1976	51.829
INX	Not classified	South Asia	Lower middle income	Male	1976	
IRL	Ireland	Europe & Central Asia	High income	Male	1976	69.194
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Male	1976	55.588
IRQ	Iraq	Middle East & North Africa	Upper middle income	Male	1976	61.156
ISL	Iceland	Europe & Central Asia	High income	Male	1976	73.86
ISR	Israel	Middle East & North Africa	High income	Male	1976	71.2
ITA	Italy	Europe & Central Asia	High income	Male	1976	69.87
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Male	1976	68.725
JOR	Jordan	Middle East & North Africa	Lower middle income	Male	1976	62.854
JPN	Japan	East Asia & Pacific	High income	Male	1976	73.73
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Male	1976	58.56
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Male	1976	53.626
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Male	1976	57.687
KHM	Cambodia	East Asia & Pacific	Lower middle income	Male	1976	17.657
KIR	Kiribati	East Asia & Pacific	Lower middle income	Male	1976	54.245
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Male	1976	
KOR	Korea, Rep.	East Asia & Pacific	High income	Male	1976	60.47
KWT	Kuwait	Middle East & North Africa	High income	Male	1976	67.101
LAC	Latin America & Caribbean (excluding high income)			Male	1976	59.866936954
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Male	1976	46.687
LBN	Lebanon	Middle East & North Africa	Upper middle income	Male	1976	65.617
LBR	Liberia	Sub-Saharan Africa	Low income	Male	1976	41.685
LBY	Libya	Middle East & North Africa	Upper middle income	Male	1976	59.613
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Male	1976	63.166
LCN	Latin America & Caribbean			Male	1976	60.13489209
LDC	Least developed countries: UN classification			Male	1976	44.981592129
LIC	Low income			Male	1976	44.508722986
LIE	Liechtenstein	Europe & Central Asia	High income	Male	1976	
LKA	Sri Lanka	South Asia	Lower middle income	Male	1976	64.863
LMC	Lower middle income			Male	1976	52.945231875
LMY	Low & middle income			Male	1976	56.905613355
LSO	Lesotho	Sub-Saharan Africa	Lower middle income	Male	1976	49.67
LTE	Late-demographic dividend			Male	1976	62.519693822
LTU	Lithuania	Europe & Central Asia	High income	Male	1976	66.28
LUX	Luxembourg	Europe & Central Asia	High income	Male	1976	67.419
LVA	Latvia	Europe & Central Asia	High income	Male	1976	63.96
MAC	Macao SAR, China	East Asia & Pacific	High income	Male	1976	70.309
MAF	St. Martin (French part)	Latin America & Caribbean	High income	Male	1976	
MAR	Morocco	Middle East & North Africa	Lower middle income	Male	1976	53.918
MCO	Monaco	Europe & Central Asia	High income	Male	1976	
MDA	Moldova	Europe & Central Asia	Lower middle income	Male	1976	61.636
MDG	Madagascar	Sub-Saharan Africa	Low income	Male	1976	46.61
MDV	Maldives	South Asia	Upper middle income	Male	1976	50.074
MEA	Middle East & North Africa			Male	1976	55.864809686
MEX	Mexico	Latin America & Caribbean	Upper middle income	Male	1976	61.553
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Male	1976	
MIC	Middle income			Male	1976	57.82275392
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Male	1976	66.643
MLI	Mali	Sub-Saharan Africa	Low income	Male	1976	35.774
MLT	Malta	Middle East & North Africa	High income	Male	1976	71.142
MMR	Myanmar	East Asia & Pacific	Lower middle income	Male	1976	50.932
MNA	Middle East & North Africa (excluding high income)			Male	1976	55.217680727
MNE	Montenegro	Europe & Central Asia	Upper middle income	Male	1976	68.521
MNG	Mongolia	East Asia & Pacific	Lower middle income	Male	1976	54.538
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Male	1976	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Male	1976	40.226
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Male	1976	50.601
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Male	1976	61.101
MWI	Malawi	Sub-Saharan Africa	Low income	Male	1976	42.369
MYS	Malaysia	East Asia & Pacific	Upper middle income	Male	1976	65.393
NAC	North America			Male	1976	69.218670462
NAM	Namibia	Sub-Saharan Africa	Upper middle income	Male	1976	53.17
NCL	New Caledonia	East Asia & Pacific	High income	Male	1976	62.6
NER	Niger	Sub-Saharan Africa	Low income	Male	1976	36.615
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Male	1976	42.383
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Male	1976	54.932
NLD	Netherlands	Europe & Central Asia	High income	Male	1976	71.53
NOR	Norway	Europe & Central Asia	High income	Male	1976	72.02
NPL	Nepal	South Asia	Low income	Male	1976	43.687
NRU	Nauru	East Asia & Pacific	Upper middle income	Male	1976	
NZL	New Zealand	East Asia & Pacific	High income	Male	1976	69.3
OED	OECD members			Male	1976	68.10928746
OMN	Oman	Middle East & North Africa	High income	Male	1976	54.297
OSS	Other small states			Male	1976	54.943090798
PAK	Pakistan	South Asia	Lower middle income	Male	1976	55.449
PAN	Panama	Latin America & Caribbean	Upper middle income	Male	1976	66.595
PER	Peru	Latin America & Caribbean	Upper middle income	Male	1976	55.915
PHL	Philippines	East Asia & Pacific	Lower middle income	Male	1976	59.543
PLW	Palau	East Asia & Pacific	High income	Male	1976	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Male	1976	50.709
POL	Poland	Europe & Central Asia	High income	Male	1976	66.9
PRE	Pre-demographic dividend			Male	1976	44.702760285
PRI	Puerto Rico	Latin America & Caribbean	High income	Male	1976	69.864
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Male	1976	60.682
PRT	Portugal	Europe & Central Asia	High income	Male	1976	65.3
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Male	1976	64.198
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Male	1976	
PSS	Pacific island small states			Male	1976	58.828859426
PST	Post-demographic dividend			Male	1976	69.239883515
PYF	French Polynesia	East Asia & Pacific	High income	Male	1976	60.544
QAT	Qatar	Middle East & North Africa	High income	Male	1976	70.396
ROU	Romania	Europe & Central Asia	Upper middle income	Male	1976	67.45
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Male	1976	62.19
RWA	Rwanda	Sub-Saharan Africa	Low income	Male	1976	43.734
SAS	South Asia			Male	1976	51.845747861
SAU	Saudi Arabia	Middle East & North Africa	High income	Male	1976	57.454
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Male	1976	52.36
SEN	Senegal	Sub-Saharan Africa	Low income	Male	1976	43.573
SGP	Singapore	East Asia & Pacific	High income	Male	1976	67.493
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Male	1976	56.79
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Male	1976	38.909
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Male	1976	52.081
SMR	San Marino	Europe & Central Asia	High income	Male	1976	
SOM	Somalia	Sub-Saharan Africa	Low income	Male	1976	41.742
SRB	Serbia	Europe & Central Asia	Upper middle income	Male	1976	
SSA	Sub-Saharan Africa (excluding high income)			Male	1976	45.353368149
SSD	South Sudan	Sub-Saharan Africa	Low income	Male	1976	36.729
SSF	Sub-Saharan Africa			Male	1976	45.353368149
SST	Small states			Male	1976	58.015077442
STP	Sao Tome and Principe	Sub-Saharan Africa	Lower middle income	Male	1976	58.274
SUR	Suriname	Latin America & Caribbean	Upper middle income	Male	1976	62.471
SVK	Slovak Republic	Europe & Central Asia	High income	Male	1976	66.821
SVN	Slovenia	Europe & Central Asia	High income	Male	1976	66.6
SWE	Sweden	Europe & Central Asia	High income	Male	1976	72.14
SWZ	Swaziland	Sub-Saharan Africa	Lower middle income	Male	1976	49.708
SXM	Sint Maarten (Dutch part)	Latin America & Caribbean	High income	Male	1976	
SYC	Seychelles	Sub-Saharan Africa	High income	Male	1976	
SYR	Syrian Arab Republic	Middle East & North Africa	Lower middle income	Male	1976	62.005
TCA	Turks and Caicos Islands	Latin America & Caribbean	High income	Male	1976	
TCD	Chad	Sub-Saharan Africa	Low income	Male	1976	42.517
TEA	East Asia & Pacific (IDA & IBRD countries)			Male	1976	61.520957229
TEC	Europe & Central Asia (IDA & IBRD countries)			Male	1976	62.431030875
TGO	Togo	Sub-Saharan Africa	Low income	Male	1976	48.477
THA	Thailand	East Asia & Pacific	Upper middle income	Male	1976	59.799
TJK	Tajikistan	Europe & Central Asia	Lower middle income	Male	1976	59.327
TKM	Turkmenistan	Europe & Central Asia	Upper middle income	Male	1976	56.302
TLA	Latin America & the Caribbean (IDA & IBRD countries)			Male	1976	59.704606595
TLS	Timor-Leste	East Asia & Pacific	Lower middle income	Male	1976	32.671
TMN	Middle East & North Africa (IDA & IBRD countries)			Male	1976	55.217680727
TON	Tonga	East Asia & Pacific	Upper middle income	Male	1976	65.597
TSA	South Asia (IDA & IBRD)			Male	1976	51.845747861
TSS	Sub-Saharan Africa (IDA & IBRD countries)			Male	1976	45.353368149
TTO	Trinidad and Tobago	Latin America & Caribbean	High income	Male	1976	63.897
TUN	Tunisia	Middle East & North Africa	Lower middle income	Male	1976	56.972
TUR	Turkey	Europe & Central Asia	Upper middle income	Male	1976	53.02
TUV	Tuvalu	East Asia & Pacific	Upper middle income	Male	1976	
TZA	Tanzania	Sub-Saharan Africa	Low income	Male	1976	47.61
UGA	Uganda	Sub-Saharan Africa	Low income	Male	1976	47.915
UKR	Ukraine	Europe & Central Asia	Lower middle income	Male	1976	64.973
UMC	Upper middle income			Male	1976	62.012061157
URY	Uruguay	Latin America & Caribbean	High income	Male	1976	66.034
USA	United States	North America	High income	Male	1976	69.1
UZB	Uzbekistan	Europe & Central Asia	Lower middle income	Male	1976	60.073
VCT	St. Vincent and the Grenadines	Latin America & Caribbean	Upper middle income	Male	1976	64.074
VEN	Venezuela, RB	Latin America & Caribbean	Upper middle income	Male	1976	64.245
VGB	British Virgin Islands	Latin America & Caribbean	High income	Male	1976	
VIR	Virgin Islands (U.S.)	Latin America & Caribbean	High income	Male	1976	69.252
VNM	Vietnam	East Asia & Pacific	Lower middle income	Male	1976	58.317
VUT	Vanuatu	East Asia & Pacific	Lower middle income	Male	1976	54.441
WLD	World			Male	1976	59.505824779
WSM	Samoa	East Asia & Pacific	Upper middle income	Male	1976	54.75
XKX	Kosovo	Europe & Central Asia	Lower middle income	Male	1976	
YEM	Yemen, Rep.	Middle East & North Africa	Lower middle income	Male	1976	45.12
ZAF	South Africa	Sub-Saharan Africa	Upper middle income	Male	1976	54.012
ZMB	Zambia	Sub-Saharan Africa	Lower middle income	Male	1976	49.659
ZWE	Zimbabwe	Sub-Saharan Africa	Low income	Male	1976	55.491
ABW	Aruba	Latin America & Caribbean	High income	Female	1976	73.902
AFG	Afghanistan	South Asia	Low income	Female	1976	40.409
AGO	Angola	Sub-Saharan Africa	Lower middle income	Female	1976	41.05
ALB	Albania	Europe & Central Asia	Upper middle income	Female	1976	70.711
AND	Andorra	Europe & Central Asia	High income	Female	1976	
ARB	Arab World			Female	1976	57.369045108
ARE	United Arab Emirates	Middle East & North Africa	High income	Female	1976	67.743
ARG	Argentina	Latin America & Caribbean	Upper middle income	Female	1976	71.793
ARM	Armenia	Europe & Central Asia	Lower middle income	Female	1976	73.725
ASM	American Samoa	East Asia & Pacific	Upper middle income	Female	1976	
ATG	Antigua and Barbuda	Latin America & Caribbean	High income	Female	1976	70.063
AUS	Australia	East Asia & Pacific	High income	Female	1976	76.6
AUT	Austria	Europe & Central Asia	High income	Female	1976	75.1
AZE	Azerbaijan	Europe & Central Asia	Upper middle income	Female	1976	67.112
BDI	Burundi	Sub-Saharan Africa	Low income	Female	1976	47.303
BEL	Belgium	Europe & Central Asia	High income	Female	1976	75.49
BEN	Benin	Sub-Saharan Africa	Low income	Female	1976	47.773
BFA	Burkina Faso	Sub-Saharan Africa	Low income	Female	1976	43.561
BGD	Bangladesh	South Asia	Lower middle income	Female	1976	50.097
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Female	1976	73.92
BHR	Bahrain	Middle East & North Africa	High income	Female	1976	69.665
BHS	Bahamas, The	Latin America & Caribbean	High income	Female	1976	70.424
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Female	1976	71.578
BLR	Belarus	Europe & Central Asia	Upper middle income	Female	1976	74.094
BLZ	Belize	Latin America & Caribbean	Upper middle income	Female	1976	69.736
BMU	Bermuda	North America	High income	Female	1976	
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Female	1976	49.569
BRA	Brazil	Latin America & Caribbean	Upper middle income	Female	1976	64.23
BRB	Barbados	Latin America & Caribbean	High income	Female	1976	69.642
BRN	Brunei Darussalam	East Asia & Pacific	High income	Female	1976	70.573
BTN	Bhutan	South Asia	Lower middle income	Female	1976	43.42
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Female	1976	60.207
CAF	Central African Republic	Sub-Saharan Africa	Low income	Female	1976	48.713
CAN	Canada	North America	High income	Female	1976	77.59
CEB	Central Europe and the Baltics			Female	1976	73.739483515
CHE	Switzerland	Europe & Central Asia	High income	Female	1976	78.13
CHI	Channel Islands	Europe & Central Asia	High income	Female	1976	75.669
CHL	Chile	Latin America & Caribbean	High income	Female	1976	69.643
CHN	China	East Asia & Pacific	Upper middle income	Female	1976	66.015
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Female	1976	50.362
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Female	1976	50.865
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Female	1976	46.8
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Female	1976	56.523
COL	Colombia	Latin America & Caribbean	Upper middle income	Female	1976	65.453
COM	Comoros	Sub-Saharan Africa	Low income	Female	1976	50.089
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Female	1976	60.409
